sorting_algorithm, array_size, run_time, num_of_process
mpi enum, 10, 0.000084
mpi+openmp enum, 10, 0.000110
serial enum, 10, 0.000001
mpi quick, 10, 0.000082
mpi+openmp quick, 10, 0.000109
serial quick, 10, 0.000004
mpi merge, 10, 0.000066
mpi+openmp merge, 10, 0.000151
serial merge, 10, 0.000007
mpi enum, 10, 0.000062
mpi+openmp enum, 10, 0.000063
serial enum, 10, 0.000002
mpi quick, 10, 0.000074
mpi+openmp quick, 10, 0.000088
serial quick, 10, 0.000003
mpi merge, 10, 0.000099
mpi+openmp merge, 10, 0.000085
serial merge, 10, 0.000006
mpi enum, 10, 0.000031
mpi+openmp enum, 10, 0.000159
serial enum, 10, 0.000002
mpi quick, 10, 0.000076
mpi+openmp quick, 10, 0.000037
serial quick, 10, 0.000002
mpi merge, 10, 0.000062
mpi+openmp merge, 10, 0.000050
serial merge, 10, 0.000006
mpi enum, 10, 0.000029
mpi+openmp enum, 10, 0.000031
serial enum, 10, 0.000002
mpi quick, 10, 0.000078
mpi+openmp quick, 10, 0.000033
serial quick, 10, 0.000003
mpi merge, 10, 0.000118
mpi+openmp merge, 10, 0.000097
serial merge, 10, 0.000003
mpi enum, 10, 0.000042
mpi+openmp enum, 10, 0.000057
serial enum, 10, 0.000002
mpi quick, 10, 0.000084
mpi+openmp quick, 10, 0.000043
serial quick, 10, 0.000003
mpi merge, 10, 0.000095
mpi+openmp merge, 10, 0.000058
serial merge, 10, 0.000011
mpi enum, 10, 0.000218
mpi+openmp enum, 10, 0.000086
serial enum, 10, 0.000001
mpi quick, 10, 0.000285
mpi+openmp quick, 10, 0.000010
serial quick, 10, 0.000005
mpi merge, 10, 0.000012
mpi+openmp merge, 10, 0.000057
serial merge, 10, 0.000006
mpi enum, 10, 0.000022
mpi+openmp enum, 10, 0.000037
serial enum, 10, 0.000002
mpi quick, 1000, 0.000171
serial quick, 1000, 0.000101
mpi merge, 1000, 0.000145
serial merge, 1000, 0.000195
mpi enum, 1000, 0.000415
serial enum, 1000, 0.003487
mpi quick, 1000, 0.000188
serial quick, 1000, 0.000098
mpi merge, 1000, 0.000139
serial merge, 1000, 0.000201
mpi enum, 1000, 0.000359
serial enum, 1000, 0.003437
mpi quick, 1000, 0.000144
serial quick, 1000, 0.000223
mpi merge, 1000, 0.000338
serial merge, 1000, 0.000187
mpi enum, 1000, 0.000360
serial enum, 1000, 0.003511
mpi quick, 1000, 0.000148
serial quick, 1000, 0.000096
mpi merge, 1000, 0.000118
serial merge, 1000, 0.000183
mpi enum, 1000, 0.000659
serial enum, 1000, 0.003645
mpi quick, 1000, 0.000190
serial quick, 1000, 0.000101
mpi merge, 1000, 0.000248
serial merge, 1000, 0.000189
mpi enum, 1000, 0.000368
serial enum, 1000, 0.003539
mpi quick, 1000, 0.000138
serial quick, 1000, 0.000097
mpi merge, 1000, 0.000126
serial merge, 1000, 0.000199
mpi enum, 1000, 0.000364
serial enum, 1000, 0.003465
mpi quick, 1000, 0.000151
serial quick, 1000, 0.000097
mpi merge, 1000, 0.000125
serial merge, 1000, 0.000190
mpi enum, 1000, 0.000447
serial enum, 1000, 0.003519
mpi quick, 1000, 0.000169
serial quick, 1000, 0.000112
mpi merge, 1000, 0.000094
serial merge, 1000, 0.000261
mpi enum, 1000, 0.000363
serial enum, 1000, 0.003501
mpi quick, 1000, 0.000179
serial quick, 1000, 0.000179
mpi merge, 1000, 0.000099
serial merge, 1000, 0.000181
mpi enum, 1000, 0.000412
serial enum, 1000, 0.003442
mpi quick, 1000, 0.000142
serial quick, 1000, 0.000195
mpi merge, 1000, 0.000158
serial merge, 1000, 0.000185
mpi enum, 1000, 0.000363
serial enum, 1000, 0.003373
mpi quick, 100000000, 9.486142
mpi+openmp quick, 100000000, 9.172028
serial quick, 100000000, 31.757798
mpi merge, 100000000, 12.275286
mpi+openmp merge, 100000000, 11.381208
serial merge, 100000000, 52.701315
mpi quick, 100000000, 7.012512
mpi+openmp quick, 100000000, 8.266131
serial quick, 100000000, 32.401674
mpi merge, 100000000, 12.173783
mpi+openmp merge, 100000000, 13.428645
mpi quick, 100000000, 7.633882
mpi+openmp quick, 100000000, 8.448313
serial quick, 100000000, 24.136604
mpi merge, 100000000, 12.783001
mpi+openmp merge, 100000000, 12.712111
mpi quick, 100000000, 21.993344
mpi+openmp quick, 100000000, 22.142862
serial quick, 100000000, 22.161764
mpi merge, 100000000, 34.683489
mpi+openmp merge, 100000000, 34.336652
serial merge, 100000000, 34.729857
mpi quick, 100000000, 7.283210
mpi+openmp quick, 100000000, 8.915689
mpi quick, 10000000, 0.698436
mpi+openmp quick, 10000000, 0.663323
serial quick, 10000000, 2.749999
mpi merge, 10000000, 0.862030
mpi+openmp merge, 10000000, 0.868416
serial merge, 10000000, 4.359195
mpi quick, 10000000, 0.675990
mpi+openmp quick, 10000000, 0.710306
serial quick, 10000000, 2.758077
mpi merge, 10000000, 0.956290
mpi+openmp merge, 10000000, 0.998186
mpi quick, 1000, 0.000618
mpi+openmp quick, 1000, 0.000140
serial quick, 1000, 0.000097
mpi merge, 1000, 0.000440
mpi+openmp merge, 1000, 0.000391
serial merge, 1000, 0.000196
mpi enum, 1000, 0.000132
mpi+openmp enum, 1000, 0.000135
serial enum, 1000, 0.003629
mpi quick, 1000, 0.000474
mpi+openmp quick, 1000, 0.000379
serial quick, 1000, 0.000212
mpi merge, 1000, 0.000144
mpi+openmp merge, 1000, 0.000110
serial merge, 1000, 0.000456
mpi enum, 1000, 0.000180
mpi+openmp enum, 1000, 0.000177
serial enum, 1000, 0.003605
mpi quick, 1000, 0.000489
mpi+openmp quick, 1000, 0.000280
serial quick, 1000, 0.000100
mpi merge, 1000, 0.000258
mpi+openmp merge, 1000, 0.000093
serial merge, 1000, 0.000179
mpi enum, 1000, 0.000141
mpi+openmp enum, 1000, 0.000149
serial enum, 1000, 0.003577
mpi quick, 1000, 0.000687
mpi+openmp quick, 1000, 0.000445
serial quick, 1000, 0.000099
mpi merge, 1000, 0.000796
mpi+openmp merge, 1000, 0.000240
serial merge, 1000, 0.000188
mpi enum, 1000, 0.000152
mpi+openmp enum, 1000, 0.000141
serial enum, 1000, 0.003568
mpi quick, 1000, 0.003049
mpi+openmp quick, 1000, 0.000308
serial quick, 1000, 0.000318
mpi merge, 1000, 0.000150
mpi+openmp merge, 1000, 0.000108
serial merge, 1000, 0.000432
mpi enum, 1000, 0.000155
mpi+openmp enum, 1000, 0.000216
serial enum, 1000, 0.003569
mpi quick, 1000, 0.000898
mpi+openmp quick, 1000, 0.000209
serial quick, 1000, 0.000097
mpi merge, 1000, 0.000521
mpi+openmp merge, 1000, 0.000595
serial merge, 1000, 0.000448
mpi enum, 1000, 0.000225
mpi+openmp enum, 1000, 0.000317
serial enum, 1000, 0.003634
mpi quick, 1000, 0.000832
mpi+openmp quick, 1000, 0.000757
serial quick, 1000, 0.000098
mpi merge, 1000, 0.000304
mpi+openmp merge, 1000, 0.000109
serial merge, 1000, 0.000483
mpi enum, 1000, 0.000156
mpi+openmp enum, 1000, 0.000156
serial enum, 1000, 0.003542
mpi quick, 1000, 0.001001
mpi+openmp quick, 1000, 0.000177
serial quick, 1000, 0.000176
mpi merge, 1000, 0.001180
mpi+openmp merge, 1000, 0.000160
serial merge, 1000, 0.000180
mpi enum, 1000, 0.002601
mpi+openmp enum, 1000, 0.000255
serial enum, 1000, 0.003560
mpi quick, 1000, 0.002827
mpi+openmp quick, 1000, 0.000418
serial quick, 1000, 0.000316
mpi merge, 1000, 0.000150
mpi+openmp merge, 1000, 0.000108
serial merge, 1000, 0.000421
mpi enum, 1000, 0.000153
mpi+openmp enum, 1000, 0.000180
serial enum, 1000, 0.003618
mpi quick, 1000, 0.000621
mpi+openmp quick, 1000, 0.000249
serial quick, 1000, 0.000183
mpi merge, 1000, 0.000151
mpi+openmp merge, 1000, 0.000486
serial merge, 1000, 0.000455
mpi enum, 1000, 0.000181
mpi+openmp enum, 1000, 0.000175
serial enum, 1000, 0.003506
mpi quick, 1000, 0.004608
mpi+openmp quick, 1000, 0.000391
serial quick, 1000, 0.000183
mpi merge, 1000, 0.001238
mpi+openmp merge, 1000, 0.002353
serial merge, 1000, 0.000344
mpi enum, 1000, 0.001673
mpi+openmp enum, 1000, 0.000327
serial enum, 1000, 0.003551
mpi quick, 1000, 0.000480
mpi+openmp quick, 1000, 0.000381
serial quick, 1000, 0.000185
mpi merge, 1000, 0.000275
mpi+openmp merge, 1000, 0.000151
serial merge, 1000, 0.000440
mpi enum, 1000, 0.000154
mpi+openmp enum, 1000, 0.000180
serial enum, 1000, 0.003553
mpi quick, 100000000, 9.216544
mpi+openmp quick, 100000000, 9.012313
serial quick, 100000000, 32.770254
mpi merge, 100000000, 12.200805
mpi+openmp merge, 100000000, 11.579460
mpi quick, 1000, 0.000505
serial quick, 1000, 0.000101
mpi merge, 1000, 0.000285
serial merge, 1000, 0.000409
mpi enum, 1000, 0.000178
serial enum, 1000, 0.003609
mpi quick, 1000, 0.002504
serial quick, 1000, 0.000189
mpi merge, 1000, 0.000608
serial merge, 1000, 0.000414
mpi enum, 1000, 0.000176
serial enum, 1000, 0.003523
mpi quick, 1000, 0.000367
serial quick, 1000, 0.000201
mpi merge, 1000, 0.000819
serial merge, 1000, 0.000422
mpi enum, 1000, 0.000189
serial enum, 1000, 0.003615
mpi quick, 1000, 0.000384
serial quick, 1000, 0.000104
mpi merge, 1000, 0.000586
serial merge, 1000, 0.000189
mpi enum, 1000, 0.000582
serial enum, 1000, 0.003513
mpi quick, 1000, 0.000458
serial quick, 1000, 0.000099
mpi merge, 1000, 0.000514
serial merge, 1000, 0.000196
mpi enum, 1000, 0.000274
serial enum, 1000, 0.003559
mpi quick, 1000, 0.000437
serial quick, 1000, 0.000176
mpi merge, 1000, 0.000769
serial merge, 1000, 0.000189
mpi enum, 1000, 0.000136
serial enum, 1000, 0.003567
mpi quick, 1000, 0.000467
serial quick, 1000, 0.000184
mpi merge, 1000, 0.000648
serial merge, 1000, 0.000430
mpi enum, 1000, 0.000167
serial enum, 1000, 0.003563
mpi quick, 1000, 0.000443
serial quick, 1000, 0.000177
mpi merge, 1000, 0.004268
serial merge, 1000, 0.000187
mpi enum, 1000, 0.000365
serial enum, 1000, 0.003517
mpi quick, 1000, 0.000364
serial quick, 1000, 0.000100
mpi merge, 1000, 0.000662
serial merge, 1000, 0.000182
mpi enum, 1000, 0.000231
serial enum, 1000, 0.003487
mpi quick, 1000, 0.002184
serial quick, 1000, 0.000215
mpi merge, 1000, 0.000461
serial merge, 1000, 0.000427
mpi enum, 1000, 0.000166
serial enum, 1000, 0.003450
mpi quick, 1000, 0.000550
serial quick, 1000, 0.000173
mpi merge, 1000, 0.000219
serial merge, 1000, 0.000413
mpi enum, 1000, 0.000237
serial enum, 1000, 0.003538
mpi quick, 1000, 0.000525
serial quick, 1000, 0.000202
mpi merge, 1000, 0.000306
serial merge, 1000, 0.000490
mpi enum, 1000, 0.000216
serial enum, 1000, 0.003522
mpi quick, 1000, 0.000397
serial quick, 1000, 0.000160
mpi merge, 1000, 0.000762
serial merge, 1000, 0.000188
mpi enum, 1000, 0.002102
serial enum, 1000, 0.003525
mpi quick, 1000, 0.000348
serial quick, 1000, 0.000177
mpi merge, 1000, 0.000371
serial merge, 1000, 0.000425
mpi enum, 1000, 0.000172
serial enum, 1000, 0.003538
mpi quick, 1000, 0.000620
serial quick, 1000, 0.000095
mpi merge, 1000, 0.002585
serial merge, 1000, 0.001675
mpi enum, 1000, 0.000392
serial enum, 1000, 0.003481
mpi quick, 1000, 0.000540
serial quick, 1000, 0.000221
mpi merge, 1000, 0.000397
serial merge, 1000, 0.000444
mpi enum, 1000, 0.000166
serial enum, 1000, 0.003470
mpi quick, 1000, 0.000382
serial quick, 1000, 0.002240
mpi merge, 1000, 0.000243
serial merge, 1000, 0.000420
mpi enum, 1000, 0.000160
serial enum, 1000, 0.003497
mpi quick, 1000, 0.000783
serial quick, 1000, 0.000096
mpi merge, 1000, 0.001767
serial merge, 1000, 0.000187
mpi enum, 1000, 0.000364
serial enum, 1000, 0.003402
mpi quick, 1000, 0.000528
serial quick, 1000, 0.000095
mpi merge, 1000, 0.000282
serial merge, 1000, 0.000494
mpi enum, 1000, 0.000524
serial enum, 1000, 0.003510
mpi quick, 1000, 0.000419
serial quick, 1000, 0.000187
mpi merge, 1000, 0.001890
serial merge, 1000, 0.000422
mpi enum, 1000, 0.000866
serial enum, 1000, 0.003514
mpi quick, 1000, 0.000404
serial quick, 1000, 0.000212
mpi merge, 1000, 0.001611
serial merge, 1000, 0.000420
mpi enum, 1000, 0.005062
serial enum, 1000, 0.003507
mpi quick, 1000, 0.000507
serial quick, 1000, 0.000099
mpi enum, 1000, 0.000486
serial enum, 1000, 0.003717
mpi merge, 1000, 0.000592
serial merge, 1000, 0.000193
mpi quick, 10000000, 0.587157
serial quick, 10000000, 2.061510
mpi quick, 10000000, 0.672787
mpi+openmp quick, 10000000, 0.686065
serial quick, 10000000, 2.671226
mpi merge, 10000000, 0.945691
mpi+openmp merge, 10000000, 0.878326
serial merge, 10000000, 4.541367
mpi+openmp quick, 1000, 0.000530
serial quick, 1000, 0.000178
mpi merge, 1000, 0.000243
mpi+openmp merge, 1000, 0.000109
serial merge, 1000, 0.000285
mpi enum, 1000, 0.000348
mpi+openmp enum, 1000, 0.000140
serial enum, 1000, 0.003628
mpi+openmp quick, 1000, 0.000465
serial quick, 1000, 0.000172
mpi merge, 1000, 0.000141
mpi+openmp merge, 1000, 0.000111
serial merge, 1000, 0.000501
mpi enum, 1000, 0.000285
mpi+openmp enum, 1000, 0.000166
serial enum, 1000, 0.003572
mpi+openmp quick, 1000, 0.000489
serial quick, 1000, 0.000301
mpi merge, 1000, 0.000227
mpi+openmp merge, 1000, 0.001161
serial merge, 1000, 0.000407
mpi enum, 1000, 0.000437
mpi+openmp enum, 1000, 0.000183
serial enum, 1000, 0.003582
mpi+openmp quick, 1000, 0.000479
serial quick, 1000, 0.000172
mpi merge, 1000, 0.000793
mpi+openmp merge, 1000, 0.000227
serial merge, 1000, 0.000419
mpi enum, 1000, 0.000308
mpi+openmp enum, 1000, 0.000224
serial enum, 1000, 0.003584
mpi+openmp quick, 1000, 0.000517
serial quick, 1000, 0.000184
mpi merge, 1000, 0.000572
mpi+openmp merge, 1000, 0.000644
serial merge, 1000, 0.000472
mpi enum, 1000, 0.000171
mpi+openmp enum, 1000, 0.000605
serial enum, 1000, 0.003508
mpi+openmp quick, 1000, 0.000636
serial quick, 1000, 0.000172
mpi merge, 1000, 0.000294
mpi+openmp merge, 1000, 0.000451
serial merge, 1000, 0.000263
mpi enum, 1000, 0.001278
mpi+openmp enum, 1000, 0.000270
serial enum, 1000, 0.003517
mpi+openmp quick, 1000, 0.003204
serial quick, 1000, 0.000205
mpi merge, 1000, 0.001570
mpi+openmp merge, 1000, 0.002469
serial merge, 1000, 0.000188
mpi enum, 1000, 0.000494
mpi+openmp enum, 1000, 0.000252
serial enum, 1000, 0.003585
mpi+openmp quick, 1000, 0.001123
serial quick, 1000, 0.000106
mpi merge, 1000, 0.000475
mpi+openmp merge, 1000, 0.000216
serial merge, 1000, 0.000194
mpi enum, 1000, 0.000148
mpi+openmp enum, 1000, 0.000289
serial enum, 1000, 0.003534
mpi+openmp quick, 1000, 0.000808
serial quick, 1000, 0.000202
mpi enum, 1000, 0.001313
mpi+openmp enum, 1000, 0.000314
serial enum, 1000, 0.003545
mpi+openmp quick, 1000, 0.000511
serial quick, 1000, 0.000177
mpi enum, 1000, 0.001070
mpi+openmp enum, 1000, 0.000287
serial enum, 1000, 0.003455
mpi+openmp quick, 1000, 0.002917
serial quick, 1000, 0.000179
mpi enum, 1000, 0.002237
mpi+openmp enum, 1000, 0.000462
serial enum, 1000, 0.003500
mpi+openmp quick, 1000, 0.000735
serial quick, 1000, 0.000423
mpi enum, 1000, 0.000992
mpi+openmp enum, 1000, 0.000208
serial enum, 1000, 0.003530
mpi+openmp quick, 1000, 0.000518
serial quick, 1000, 0.000272
mpi enum, 1000, 0.001047
mpi+openmp enum, 1000, 0.000184
serial enum, 1000, 0.003509
mpi+openmp quick, 1000, 0.000461
serial quick, 1000, 0.000176
mpi enum, 1000, 0.000902
mpi+openmp enum, 1000, 0.000326
serial enum, 1000, 0.003517
mpi+openmp quick, 1000, 0.001530
serial quick, 1000, 0.000100
mpi+openmp merge, 1000, 0.008913
serial merge, 1000, 0.000179
mpi enum, 1000, 0.001193
mpi+openmp enum, 1000, 0.000552
serial enum, 1000, 0.003570
mpi+openmp quick, 1000, 0.000490
serial quick, 1000, 0.000167
mpi+openmp merge, 1000, 0.000629
serial merge, 1000, 0.000201
mpi enum, 1000, 0.000143
mpi+openmp enum, 1000, 0.000144
serial enum, 1000, 0.003538
mpi+openmp quick, 1000, 0.009304
serial quick, 1000, 0.001094
mpi+openmp merge, 1000, 0.000944
serial merge, 1000, 0.000445
mpi enum, 1000, 0.002085
mpi+openmp enum, 1000, 0.000348
serial enum, 1000, 0.003545
mpi+openmp quick, 1000, 0.000493
serial quick, 1000, 0.000175
mpi+openmp merge, 1000, 0.000246
serial merge, 1000, 0.000413
mpi enum, 1000, 0.000737
mpi+openmp enum, 1000, 0.000161
serial enum, 1000, 0.003545
mpi+openmp quick, 1000, 0.000492
serial quick, 1000, 0.000100
mpi+openmp merge, 1000, 0.000278
serial merge, 1000, 0.000429
mpi enum, 1000, 0.000163
mpi+openmp enum, 1000, 0.000205
serial enum, 1000, 0.003939
mpi+openmp quick, 1000, 0.007178
serial quick, 1000, 0.000100
mpi+openmp merge, 1000, 0.002441
serial merge, 1000, 0.000449
mpi+openmp enum, 1000, 0.000468
serial enum, 1000, 0.003635
mpi+openmp quick, 1000, 0.000526
serial quick, 1000, 0.000094
mpi+openmp merge, 1000, 0.000625
serial merge, 1000, 0.000195
mpi+openmp enum, 1000, 0.000681
serial enum, 1000, 0.003631
mpi+openmp quick, 1000, 0.000648
serial quick, 1000, 0.000097
mpi+openmp merge, 1000, 0.000350
serial merge, 1000, 0.000197
mpi+openmp enum, 1000, 0.000279
serial enum, 1000, 0.003661
mpi+openmp quick, 1000, 0.000442
serial quick, 1000, 0.000178
mpi+openmp merge, 1000, 0.000898
serial merge, 1000, 0.000189
mpi+openmp enum, 1000, 0.000692
serial enum, 1000, 0.003573
mpi+openmp quick, 1000, 0.000500
serial quick, 1000, 0.000171
mpi+openmp merge, 1000, 0.000338
serial merge, 1000, 0.000202
mpi+openmp enum, 1000, 0.000244
serial enum, 1000, 0.003605
mpi+openmp quick, 1000, 0.001683
serial quick, 1000, 0.000187
mpi+openmp merge, 1000, 0.000668
serial merge, 1000, 0.000400
mpi+openmp enum, 1000, 0.000190
serial enum, 1000, 0.003651
mpi+openmp quick, 1000, 0.001345
serial quick, 1000, 0.000176
mpi+openmp merge, 1000, 0.000487
serial merge, 1000, 0.000411
mpi+openmp enum, 1000, 0.000172
serial enum, 1000, 0.003625
mpi+openmp quick, 1000, 0.000585
serial quick, 1000, 0.000099
mpi+openmp merge, 1000, 0.000425
serial merge, 1000, 0.000190
mpi+openmp enum, 1000, 0.000153
serial enum, 1000, 0.003638
mpi+openmp quick, 1000, 0.000503
serial quick, 1000, 0.000233
mpi+openmp merge, 1000, 0.000790
serial merge, 1000, 0.000424
mpi+openmp enum, 1000, 0.000175
serial enum, 1000, 0.003537
mpi+openmp quick, 1000, 0.001974
serial quick, 1000, 0.000094
mpi+openmp merge, 1000, 0.000731
serial merge, 1000, 0.000193
mpi+openmp enum, 1000, 0.000348
serial enum, 1000, 0.003626
mpi+openmp quick, 1000, 0.010831
serial quick, 1000, 0.000270
mpi+openmp merge, 1000, 0.000871
serial merge, 1000, 0.000192
mpi+openmp enum, 1000, 0.000612
serial enum, 1000, 0.003668
mpi+openmp quick, 1000, 0.000616
serial quick, 1000, 0.000103
mpi+openmp merge, 1000, 0.000516
serial merge, 1000, 0.000193
mpi+openmp enum, 1000, 0.000544
serial enum, 1000, 0.003839
mpi+openmp enum, 100000, 1.057743
mpi+openmp quick, 100000, 0.026593
serial quick, 100000, 0.022265
mpi+openmp merge, 100000, 0.027975
serial merge, 100000, 0.045160
mpi+openmp enum, 100000, 1.031743
serial enum, 100000, 48.467065
mpi+openmp quick, 100000000, 8.778177
serial quick, 100000000, 32.515670
mpi+openmp merge, 100000000, 11.846621
serial merge, 100000000, 54.373080
