sorting_algorithm, array_size, run_time, num_of_process, num_of_thread
mpi_openmp_quick, 100000000, 6.300391, 8, 8
mpi_openmp_merge, 100000000, 9.953699, 8, 8
mpi_openmp_quick, 10000000, 1.977218, 1, 1
mpi_openmp_merge, 10000000, 3.043394, 1, 1
mpi_openmp_quick, 10000000, 2.072035, 1, 2
mpi_openmp_merge, 10000000, 3.060459, 1, 2
mpi_openmp_quick, 10000000, 1.964903, 1, 3
mpi_openmp_merge, 10000000, 3.041916, 1, 3
mpi_openmp_quick, 10000000, 1.991464, 1, 4
mpi_openmp_merge, 10000000, 3.031113, 1, 4
mpi_openmp_quick, 10000000, 1.987259, 1, 5
mpi_openmp_merge, 10000000, 3.058922, 1, 5
mpi_openmp_quick, 10000000, 1.981857, 1, 6
mpi_openmp_merge, 10000000, 3.076079, 1, 6
mpi_openmp_quick, 10000000, 1.960154, 1, 7
mpi_openmp_merge, 10000000, 3.020810, 1, 7
mpi_openmp_quick, 10000000, 1.973289, 1, 8
mpi_openmp_merge, 10000000, 3.050678, 1, 8
mpi_openmp_quick, 10000000, 1.132144, 2, 1
mpi_openmp_merge, 10000000, 1.675074, 2, 1
mpi_openmp_quick, 10000000, 1.107048, 2, 2
mpi_openmp_merge, 10000000, 1.664030, 2, 2
mpi_openmp_quick, 10000000, 1.110674, 2, 3
mpi_openmp_merge, 10000000, 1.646741, 2, 3
mpi_openmp_quick, 10000000, 1.120716, 2, 4
mpi_openmp_merge, 10000000, 1.646061, 2, 4
mpi_openmp_quick, 10000000, 1.109553, 2, 5
mpi_openmp_merge, 10000000, 1.639330, 2, 5
mpi_openmp_quick, 10000000, 1.120756, 2, 6
mpi_openmp_merge, 10000000, 1.638317, 2, 6
mpi_openmp_quick, 10000000, 1.115582, 2, 7
mpi_openmp_merge, 10000000, 1.641243, 2, 7
mpi_openmp_quick, 10000000, 1.109356, 2, 8
mpi_openmp_merge, 10000000, 1.639756, 2, 8
mpi_openmp_quick, 10000000, 0.868366, 3, 1
mpi_openmp_merge, 10000000, 1.235744, 3, 1
mpi_openmp_quick, 10000000, 0.868832, 3, 2
mpi_openmp_merge, 10000000, 1.235354, 3, 2
mpi_openmp_quick, 10000000, 0.862474, 3, 3
mpi_openmp_merge, 10000000, 1.224203, 3, 3
mpi_openmp_quick, 10000000, 0.871471, 3, 4
mpi_openmp_merge, 10000000, 1.235879, 3, 4
mpi_openmp_quick, 10000000, 0.860515, 3, 5
mpi_openmp_merge, 10000000, 1.230475, 3, 5
mpi_openmp_quick, 10000000, 0.857965, 3, 6
mpi_openmp_merge, 10000000, 1.232304, 3, 6
mpi_openmp_quick, 10000000, 0.862334, 3, 7
mpi_openmp_merge, 10000000, 1.241345, 3, 7
mpi_openmp_quick, 10000000, 0.865593, 3, 8
mpi_openmp_merge, 10000000, 1.237074, 3, 8
mpi_openmp_quick, 10000000, 0.704897, 4, 1
mpi_openmp_merge, 10000000, 0.983059, 4, 1
mpi_openmp_quick, 10000000, 0.707219, 4, 2
mpi_openmp_merge, 10000000, 0.992469, 4, 2
mpi_openmp_quick, 10000000, 0.708039, 4, 3
mpi_openmp_merge, 10000000, 1.001394, 4, 3
mpi_openmp_quick, 10000000, 0.704655, 4, 4
mpi_openmp_merge, 10000000, 0.991678, 4, 4
mpi_openmp_quick, 10000000, 0.709885, 4, 5
mpi_openmp_merge, 10000000, 0.979306, 4, 5
mpi_openmp_quick, 10000000, 0.710343, 4, 6
mpi_openmp_merge, 10000000, 0.998139, 4, 6
mpi_openmp_quick, 10000000, 0.699008, 4, 7
mpi_openmp_merge, 10000000, 0.972388, 4, 7
mpi_openmp_quick, 10000000, 0.703918, 4, 8
mpi_openmp_merge, 10000000, 0.981432, 4, 8
mpi_openmp_quick, 10000000, 0.701698, 5, 1
mpi_openmp_merge, 10000000, 0.943461, 5, 1
mpi_openmp_quick, 10000000, 0.684511, 5, 2
mpi_openmp_merge, 10000000, 0.961427, 5, 2
mpi_openmp_quick, 10000000, 0.697747, 5, 3
mpi_openmp_merge, 10000000, 1.016175, 5, 3
mpi_openmp_quick, 10000000, 0.706860, 5, 4
mpi_openmp_merge, 10000000, 0.943026, 5, 4
mpi_openmp_quick, 10000000, 0.709344, 5, 5
mpi_openmp_merge, 10000000, 0.957641, 5, 5
mpi_openmp_quick, 10000000, 0.700238, 5, 6
mpi_openmp_merge, 10000000, 0.951815, 5, 6
mpi_openmp_quick, 10000000, 0.713277, 5, 7
mpi_openmp_merge, 10000000, 0.943123, 5, 7
mpi_openmp_quick, 10000000, 0.699010, 5, 8
mpi_openmp_merge, 10000000, 0.967751, 5, 8
mpi_openmp_quick, 10000000, 0.659819, 6, 1
mpi_openmp_merge, 10000000, 0.951691, 6, 1
mpi_openmp_quick, 10000000, 0.648715, 6, 2
mpi_openmp_merge, 10000000, 0.900148, 6, 2
mpi_openmp_quick, 10000000, 0.653107, 6, 3
mpi_openmp_merge, 10000000, 0.937297, 6, 3
mpi_openmp_quick, 10000000, 0.684057, 6, 4
mpi_openmp_merge, 10000000, 0.912891, 6, 4
mpi_openmp_quick, 10000000, 0.648229, 6, 5
mpi_openmp_merge, 10000000, 1.002726, 6, 5
mpi_openmp_quick, 10000000, 0.645113, 6, 6
mpi_openmp_merge, 10000000, 0.980184, 6, 6
mpi_openmp_quick, 10000000, 0.662736, 6, 7
mpi_openmp_merge, 10000000, 0.942191, 6, 7
mpi_openmp_quick, 10000000, 0.663173, 6, 8
mpi_openmp_merge, 10000000, 0.911843, 6, 8
mpi_openmp_quick, 10000000, 0.624510, 7, 1
mpi_openmp_merge, 10000000, 0.855767, 7, 1
mpi_openmp_quick, 10000000, 0.628518, 7, 2
mpi_openmp_merge, 10000000, 0.905465, 7, 2
mpi_openmp_quick, 10000000, 0.618776, 7, 3
mpi_openmp_merge, 10000000, 0.873465, 7, 3
mpi_openmp_quick, 10000000, 0.622894, 7, 4
mpi_openmp_merge, 10000000, 0.879470, 7, 4
mpi_openmp_quick, 10000000, 0.609364, 7, 5
mpi_openmp_merge, 10000000, 0.867912, 7, 5
mpi_openmp_quick, 10000000, 0.602473, 7, 6
mpi_openmp_merge, 10000000, 0.913567, 7, 6
mpi_openmp_quick, 10000000, 0.604611, 7, 7
mpi_openmp_merge, 10000000, 0.901740, 7, 7
mpi_openmp_quick, 10000000, 0.617113, 7, 8
mpi_openmp_merge, 10000000, 0.871304, 7, 8
mpi_openmp_quick, 10000000, 0.607502, 8, 1
mpi_openmp_merge, 10000000, 0.828946, 8, 1
mpi_openmp_quick, 10000000, 0.647823, 8, 2
mpi_openmp_merge, 10000000, 0.839504, 8, 2
mpi_openmp_quick, 10000000, 0.590340, 8, 3
mpi_openmp_merge, 10000000, 0.829212, 8, 3
mpi_openmp_quick, 10000000, 0.619573, 8, 4
mpi_openmp_merge, 10000000, 0.876703, 8, 4
mpi_openmp_quick, 10000000, 0.621166, 8, 5
mpi_openmp_merge, 10000000, 0.841243, 8, 5
mpi_openmp_quick, 10000000, 0.660190, 8, 6
mpi_openmp_merge, 10000000, 0.821557, 8, 6
mpi_openmp_quick, 10000000, 0.653575, 8, 7
mpi_openmp_merge, 10000000, 0.819151, 8, 7
mpi_openmp_quick, 10000000, 0.589866, 8, 8
mpi_openmp_merge, 10000000, 0.832842, 8, 8
mpi_openmp_quick, 50000000, 10.864007, 1, 1
mpi_openmp_merge, 50000000, 16.543731, 1, 1
mpi_openmp_quick, 50000000, 10.711232, 1, 2
mpi_openmp_merge, 50000000, 16.232533, 1, 2
mpi_openmp_quick, 50000000, 10.702415, 1, 3
mpi_openmp_merge, 50000000, 16.425156, 1, 3
mpi_openmp_quick, 50000000, 10.646853, 1, 4
mpi_openmp_merge, 50000000, 16.174560, 1, 4
mpi_openmp_quick, 50000000, 10.735933, 1, 5
mpi_openmp_merge, 50000000, 16.349653, 1, 5
mpi_openmp_quick, 50000000, 10.595777, 1, 6
mpi_openmp_merge, 50000000, 16.230675, 1, 6
mpi_openmp_quick, 50000000, 10.725913, 1, 7
mpi_openmp_merge, 50000000, 16.277894, 1, 7
mpi_openmp_quick, 50000000, 10.670584, 1, 8
mpi_openmp_merge, 50000000, 16.254800, 1, 8
mpi_openmp_quick, 50000000, 6.028419, 2, 1
mpi_openmp_merge, 50000000, 8.940356, 2, 1
mpi_openmp_quick, 50000000, 5.989295, 2, 2
mpi_openmp_merge, 50000000, 8.899090, 2, 2
mpi_openmp_quick, 50000000, 6.017229, 2, 3
mpi_openmp_merge, 50000000, 8.771806, 2, 3
mpi_openmp_quick, 50000000, 6.015003, 2, 4
mpi_openmp_merge, 50000000, 8.623102, 2, 4
mpi_openmp_quick, 50000000, 6.047964, 2, 5
mpi_openmp_merge, 50000000, 8.914789, 2, 5
mpi_openmp_quick, 50000000, 5.959285, 2, 6
mpi_openmp_merge, 50000000, 8.775302, 2, 6
mpi_openmp_quick, 50000000, 5.995704, 2, 7
mpi_openmp_merge, 50000000, 8.868638, 2, 7
mpi_openmp_quick, 50000000, 6.003618, 2, 8
mpi_openmp_merge, 50000000, 8.873873, 2, 8
mpi_openmp_quick, 50000000, 4.622845, 3, 1
mpi_openmp_merge, 50000000, 6.293901, 3, 1
mpi_openmp_quick, 50000000, 4.614120, 3, 2
mpi_openmp_merge, 50000000, 6.376853, 3, 2
mpi_openmp_quick, 50000000, 4.618028, 3, 3
mpi_openmp_merge, 50000000, 6.298004, 3, 3
mpi_openmp_quick, 50000000, 4.620614, 3, 4
mpi_openmp_merge, 50000000, 6.232603, 3, 4
mpi_openmp_quick, 50000000, 4.606344, 3, 5
mpi_openmp_merge, 50000000, 6.291566, 3, 5
mpi_openmp_quick, 50000000, 4.630759, 3, 6
mpi_openmp_merge, 50000000, 6.342999, 3, 6
mpi_openmp_quick, 50000000, 4.616543, 3, 7
mpi_openmp_merge, 50000000, 6.300262, 3, 7
mpi_openmp_quick, 50000000, 4.681904, 3, 8
mpi_openmp_merge, 50000000, 6.384669, 3, 8
mpi_openmp_quick, 50000000, 3.700896, 4, 1
mpi_openmp_merge, 50000000, 5.151592, 4, 1
mpi_openmp_quick, 50000000, 3.702187, 4, 2
mpi_openmp_merge, 50000000, 5.310938, 4, 2
mpi_openmp_quick, 50000000, 3.961977, 4, 3
mpi_openmp_merge, 50000000, 5.389059, 4, 3
mpi_openmp_quick, 50000000, 3.732600, 4, 4
mpi_openmp_merge, 50000000, 5.132471, 4, 4
mpi_openmp_quick, 50000000, 3.790967, 4, 5
mpi_openmp_merge, 50000000, 5.164794, 4, 5
mpi_openmp_quick, 50000000, 3.840876, 4, 6
mpi_openmp_merge, 50000000, 5.194831, 4, 6
mpi_openmp_quick, 50000000, 3.739945, 4, 7
mpi_openmp_merge, 50000000, 5.203634, 4, 7
mpi_openmp_quick, 50000000, 3.728472, 4, 8
mpi_openmp_merge, 50000000, 5.150959, 4, 8
mpi_openmp_quick, 50000000, 3.727882, 5, 1
mpi_openmp_merge, 50000000, 5.021665, 5, 1
mpi_openmp_quick, 50000000, 3.757934, 5, 2
mpi_openmp_merge, 50000000, 5.562695, 5, 2
mpi_openmp_quick, 50000000, 3.758371, 5, 3
mpi_openmp_merge, 50000000, 5.841192, 5, 3
mpi_openmp_quick, 50000000, 3.752491, 5, 4
mpi_openmp_merge, 50000000, 5.158740, 5, 4
mpi_openmp_quick, 50000000, 3.742876, 5, 5
mpi_openmp_merge, 50000000, 5.126505, 5, 5
mpi_openmp_quick, 50000000, 3.780565, 5, 6
mpi_openmp_merge, 50000000, 5.041804, 5, 6
mpi_openmp_quick, 50000000, 3.735821, 5, 7
mpi_openmp_merge, 50000000, 5.091005, 5, 7
mpi_openmp_quick, 50000000, 3.799935, 5, 8
mpi_openmp_merge, 50000000, 5.064941, 5, 8
mpi_openmp_quick, 50000000, 3.436774, 6, 1
mpi_openmp_merge, 50000000, 4.570303, 6, 1
mpi_openmp_quick, 50000000, 3.461273, 6, 2
mpi_openmp_merge, 50000000, 4.521171, 6, 2
mpi_openmp_quick, 50000000, 3.474659, 6, 3
mpi_openmp_merge, 50000000, 4.502548, 6, 3
mpi_openmp_quick, 50000000, 3.407289, 6, 4
mpi_openmp_merge, 50000000, 4.521169, 6, 4
mpi_openmp_quick, 50000000, 3.447561, 6, 5
mpi_openmp_merge, 50000000, 4.497872, 6, 5
mpi_openmp_quick, 50000000, 3.383858, 6, 6
mpi_openmp_merge, 50000000, 4.599677, 6, 6
mpi_openmp_quick, 50000000, 3.432649, 6, 7
mpi_openmp_merge, 50000000, 4.581943, 6, 7
mpi_openmp_quick, 50000000, 3.456711, 6, 8
mpi_openmp_merge, 50000000, 4.501821, 6, 8
mpi_openmp_quick, 50000000, 3.290704, 7, 1
mpi_openmp_merge, 50000000, 4.297994, 7, 1
mpi_openmp_quick, 50000000, 3.173558, 7, 2
mpi_openmp_merge, 50000000, 4.301428, 7, 2
mpi_openmp_quick, 50000000, 3.218678, 7, 3
mpi_openmp_merge, 50000000, 4.302732, 7, 3
mpi_openmp_quick, 50000000, 3.261892, 7, 4
mpi_openmp_merge, 50000000, 4.377614, 7, 4
mpi_openmp_quick, 50000000, 3.258014, 7, 5
mpi_openmp_merge, 50000000, 4.375103, 7, 5
mpi_openmp_quick, 50000000, 3.192920, 7, 6
mpi_openmp_merge, 50000000, 4.273950, 7, 6
mpi_openmp_quick, 50000000, 3.234737, 7, 7
mpi_openmp_merge, 50000000, 4.311105, 7, 7
mpi_openmp_quick, 50000000, 3.217897, 7, 8
mpi_openmp_merge, 50000000, 4.291330, 7, 8
mpi_openmp_quick, 50000000, 3.147934, 8, 1
mpi_openmp_merge, 50000000, 4.217340, 8, 1
mpi_openmp_quick, 50000000, 3.159658, 8, 2
mpi_openmp_merge, 50000000, 4.188479, 8, 2
mpi_openmp_quick, 50000000, 3.064425, 8, 3
mpi_openmp_merge, 50000000, 4.151116, 8, 3
mpi_openmp_quick, 50000000, 3.124532, 8, 4
mpi_openmp_merge, 50000000, 4.387300, 8, 4
mpi_openmp_quick, 50000000, 3.165871, 8, 5
mpi_openmp_merge, 50000000, 4.210649, 8, 5
mpi_openmp_quick, 50000000, 3.243877, 8, 6
mpi_openmp_merge, 50000000, 4.303099, 8, 6
mpi_openmp_quick, 50000000, 3.256843, 8, 7
mpi_openmp_merge, 50000000, 4.204013, 8, 7
mpi_openmp_quick, 50000000, 3.263980, 8, 8
mpi_openmp_merge, 50000000, 4.190042, 8, 8
mpi_openmp_quick, 100000000, 22.383402, 1, 1
mpi_openmp_merge, 100000000, 34.314449, 1, 1
mpi_openmp_quick, 100000000, 22.144060, 1, 2
mpi_openmp_merge, 100000000, 33.696699, 1, 2
mpi_openmp_quick, 100000000, 21.888338, 1, 3
mpi_openmp_merge, 100000000, 33.244101, 1, 3
mpi_openmp_quick, 100000000, 22.158021, 1, 4
mpi_openmp_merge, 100000000, 34.127089, 1, 4
mpi_openmp_quick, 100000000, 22.184942, 1, 5
mpi_openmp_merge, 100000000, 34.011384, 1, 5
mpi_openmp_quick, 100000000, 22.157133, 1, 6
mpi_openmp_merge, 100000000, 33.899383, 1, 6
mpi_openmp_quick, 100000000, 22.227761, 1, 7
mpi_openmp_merge, 100000000, 33.902690, 1, 7
mpi_openmp_quick, 100000000, 22.007206, 1, 8
mpi_openmp_merge, 100000000, 33.821443, 1, 8
mpi_openmp_quick, 100000000, 12.446064, 2, 1
mpi_openmp_merge, 100000000, 18.236998, 2, 1
mpi_openmp_quick, 100000000, 12.351005, 2, 2
mpi_openmp_merge, 100000000, 18.488316, 2, 2
mpi_openmp_quick, 100000000, 12.439019, 2, 3
mpi_openmp_merge, 100000000, 18.361812, 2, 3
mpi_openmp_quick, 100000000, 12.341843, 2, 4
mpi_openmp_merge, 100000000, 18.399058, 2, 4
mpi_openmp_quick, 100000000, 12.465843, 2, 5
mpi_openmp_merge, 100000000, 18.295539, 2, 5
mpi_openmp_quick, 100000000, 12.377620, 2, 6
mpi_openmp_merge, 100000000, 18.223555, 2, 6
mpi_openmp_quick, 100000000, 12.372627, 2, 7
mpi_openmp_merge, 100000000, 18.178386, 2, 7
mpi_openmp_quick, 100000000, 12.325139, 2, 8
mpi_openmp_merge, 100000000, 18.229825, 2, 8
mpi_openmp_quick, 100000000, 9.698264, 3, 1
mpi_openmp_merge, 100000000, 13.239281, 3, 1
mpi_openmp_quick, 100000000, 9.521458, 3, 2
mpi_openmp_merge, 100000000, 13.254528, 3, 2
mpi_openmp_quick, 100000000, 9.552628, 3, 3
mpi_openmp_merge, 100000000, 13.216520, 3, 3
mpi_openmp_quick, 100000000, 9.655183, 3, 4
mpi_openmp_merge, 100000000, 13.163704, 3, 4
mpi_openmp_quick, 100000000, 9.614697, 3, 5
mpi_openmp_merge, 100000000, 13.281373, 3, 5
mpi_openmp_quick, 100000000, 9.493597, 3, 6
mpi_openmp_merge, 100000000, 13.134376, 3, 6
mpi_openmp_quick, 100000000, 9.535623, 3, 7
mpi_openmp_merge, 100000000, 13.007997, 3, 7
mpi_openmp_quick, 100000000, 9.571941, 3, 8
mpi_openmp_merge, 100000000, 13.025957, 3, 8
mpi_openmp_quick, 100000000, 7.648267, 4, 1
mpi_openmp_merge, 100000000, 10.712226, 4, 1
mpi_openmp_quick, 100000000, 7.679446, 4, 2
mpi_openmp_merge, 100000000, 11.942445, 4, 2
mpi_openmp_quick, 100000000, 7.651667, 4, 3
mpi_openmp_merge, 100000000, 10.887866, 4, 3
mpi_openmp_quick, 100000000, 7.665213, 4, 4
mpi_openmp_merge, 100000000, 10.784859, 4, 4
mpi_openmp_quick, 100000000, 7.580477, 4, 5
mpi_openmp_merge, 100000000, 11.098299, 4, 5
mpi_openmp_quick, 100000000, 7.890675, 4, 6
mpi_openmp_merge, 100000000, 11.223171, 4, 6
mpi_openmp_quick, 100000000, 7.745787, 4, 7
mpi_openmp_merge, 100000000, 10.788241, 4, 7
mpi_openmp_quick, 100000000, 7.691801, 4, 8
mpi_openmp_merge, 100000000, 11.241422, 4, 8
mpi_openmp_quick, 100000000, 8.052525, 5, 1
mpi_openmp_merge, 100000000, 10.938386, 5, 1
mpi_openmp_quick, 100000000, 7.821016, 5, 2
mpi_openmp_merge, 100000000, 10.836162, 5, 2
mpi_openmp_quick, 100000000, 7.689700, 5, 3
mpi_openmp_merge, 100000000, 10.598765, 5, 3
mpi_openmp_quick, 100000000, 8.523301, 5, 4
mpi_openmp_merge, 100000000, 11.085894, 5, 4
mpi_openmp_quick, 100000000, 7.760884, 5, 5
mpi_openmp_merge, 100000000, 10.573723, 5, 5
mpi_openmp_quick, 100000000, 7.858465, 5, 6
mpi_openmp_merge, 100000000, 11.047062, 5, 6
mpi_openmp_quick, 100000000, 7.803885, 5, 7
mpi_openmp_merge, 100000000, 11.086870, 5, 7
mpi_openmp_quick, 100000000, 8.243497, 5, 8
mpi_openmp_merge, 100000000, 11.102888, 5, 8
mpi_openmp_quick, 100000000, 7.311830, 6, 1
mpi_openmp_merge, 100000000, 10.273415, 6, 1
mpi_openmp_quick, 100000000, 7.002727, 6, 2
mpi_openmp_merge, 100000000, 9.930503, 6, 2
mpi_openmp_quick, 100000000, 6.965459, 6, 3
mpi_openmp_merge, 100000000, 9.889002, 6, 3
mpi_openmp_quick, 100000000, 7.411884, 6, 4
mpi_openmp_merge, 100000000, 10.719319, 6, 4
mpi_openmp_quick, 100000000, 7.112925, 6, 5
mpi_openmp_merge, 100000000, 10.382633, 6, 5
mpi_openmp_quick, 100000000, 7.054668, 6, 6
mpi_openmp_merge, 100000000, 10.345375, 6, 6
mpi_openmp_quick, 100000000, 6.992945, 6, 7
mpi_openmp_merge, 100000000, 10.306178, 6, 7
mpi_openmp_quick, 100000000, 7.063012, 6, 8
mpi_openmp_merge, 100000000, 9.880661, 6, 8
mpi_openmp_quick, 100000000, 6.687167, 7, 1
mpi_openmp_merge, 100000000, 10.417489, 7, 1
mpi_openmp_quick, 100000000, 6.487944, 7, 2
mpi_openmp_merge, 100000000, 10.087129, 7, 2
mpi_openmp_quick, 100000000, 6.548509, 7, 3
mpi_openmp_merge, 100000000, 10.515884, 7, 3
mpi_openmp_quick, 100000000, 6.627799, 7, 4
mpi_openmp_merge, 100000000, 10.625251, 7, 4
mpi_openmp_quick, 100000000, 6.515184, 7, 5
mpi_openmp_merge, 100000000, 9.522008, 7, 5
mpi_openmp_quick, 100000000, 6.571698, 7, 6
mpi_openmp_merge, 100000000, 9.872579, 7, 6
mpi_openmp_quick, 100000000, 6.452453, 7, 7
mpi_openmp_merge, 100000000, 9.504208, 7, 7
mpi_openmp_quick, 100000000, 6.511824, 7, 8
mpi_openmp_merge, 100000000, 9.780568, 7, 8
mpi_openmp_quick, 100000000, 6.404043, 8, 1
mpi_openmp_merge, 100000000, 9.949243, 8, 1
mpi_openmp_quick, 100000000, 6.346725, 8, 2
mpi_openmp_merge, 100000000, 9.771557, 8, 2
mpi_openmp_quick, 100000000, 6.471438, 8, 3
mpi_openmp_merge, 100000000, 9.907488, 8, 3
mpi_openmp_quick, 100000000, 6.478411, 8, 4
mpi_openmp_merge, 100000000, 9.694318, 8, 4
mpi_openmp_quick, 100000000, 6.469575, 8, 5
mpi_openmp_merge, 100000000, 9.950445, 8, 5
mpi_openmp_quick, 100000000, 6.457848, 8, 6
mpi_openmp_merge, 100000000, 10.407773, 8, 6
mpi_openmp_quick, 100000000, 6.396095, 8, 7
mpi_openmp_merge, 100000000, 9.854565, 8, 7
